Sentence,Metric,Arabic
219,BLEU,0.22656720908801994
220,BLEU,0.01597061663931659
221,BLEU,0.29516553205930923
222,BLEU,0.06627883802743564
223,BLEU,0.2066241602444087
224,BLEU,0.36463643227089876
225,BLEU,0.34173604762512083
226,BLEU,0.27028408802820186
227,BLEU,0.2617159929221258
228,BLEU,0.08121118558342481
229,BLEU,0.5065925043222927
230,BLEU,0.5703017172567459
231,BLEU,0.36687256031834997
232,BLEU,0.3924025759400444
233,BLEU,0.47373071286584556
234,BLEU,0.14007650295843474
235,BLEU,0.27153657207277154
236,BLEU,0.2974309561779646
237,BLEU,0.22250253290431038
238,BLEU,0.09739086765213541
239,BLEU,0.2915471806136295
240,BLEU,0.05105362709447673
241,BLEU,0.44483171451606096
242,BLEU,0.282606011488526
243,BLEU,0.029524526704950586
244,BLEU,0.018250449425546673
245,BLEU,0.3609877623590351
246,BLEU,0.45573420287596933
247,BLEU,0.6006461654086234
248,BLEU,0.3719457281187628
249,BLEU,0.5041611477549882
250,BLEU,0.5262383500703514
251,BLEU,0.10620315618312248
252,BLEU,0.43012508513132625
253,BLEU,0.0539133350978416
254,BLEU,0.22125520558187914
255,BLEU,0.21951524426618454
256,BLEU,0.6612532536493702
257,BLEU,0.07440995947486906
258,BLEU,0.08124643758248418
259,BLEU,0.5198793342678406
260,BLEU,0.24386272093446126
261,BLEU,0.023170574240374085
262,BLEU,0.19834869539197666
263,BLEU,0.22869600046585944
264,BLEU,0.05920605318818783
265,BLEU,0.39317519708167065
266,BLEU,0.7749447859642268
267,BLEU,0.05966227162681998
268,BLEU,0.5731224484094262
269,BLEU,0.02453959599978309
270,BLEU,0.4705896438972139
271,BLEU,0.10939073657622667
272,BLEU,0.3503293906579222
273,BLEU,0.1350889505878496
274,BLEU,0.26377813434011366
275,BLEU,0.3544432532529079
276,BLEU,0.3641410562218426
277,BLEU,0.4382256055740499
278,BLEU,0.3547898232403144
279,BLEU,0.3524426815549985
280,BLEU,0.06098838124588554
281,BLEU,0.06799153134375552
282,BLEU,0.3531424592193154
283,BLEU,0.04802616576551228
284,BLEU,0.10025157431478134
285,BLEU,0.3085430487036282
286,BLEU,0.07498810286408994
287,BLEU,0.44896043399133007
288,BLEU,0.39569555015790975
289,BLEU,0.2641797242815795
290,BLEU,0.42062888241722096
291,BLEU,0.4308206906207312
292,BLEU,0.2655462567722335
293,BLEU,0.02590589487027429
294,BLEU,0.2516871909677856
295,BLEU,0.2910624919304027
296,BLEU,0.5151379088778852
297,BLEU,0.3925589477328729
298,BLEU,0.38245579781521594
299,BLEU,0.021980503399839906
300,BLEU,0.17991078645928837
301,BLEU,0.4512758782695042
302,BLEU,0.16590387014219715
303,BLEU,0.1494275952893279
304,BLEU,0.022416933501922302
305,BLEU,0.013704984223580444
306,BLEU,0.3766410991613996
307,BLEU,0.5294392838566988
308,BLEU,0.3484835354435885
309,BLEU,0.6450925155244738
310,BLEU,0.239773620377752
311,BLEU,0.4671379777282001
312,BLEU,0.32023164572554347
313,BLEU,0.06105217549222155
314,BLEU,0.2061324270259344
315,BLEU,0.43055280238677646
316,BLEU,0.41757808624942105
317,BLEU,0.03713836506852473
318,BLEU,0.03538192305131801
319,BLEU,0.42900352561544236
320,BLEU,0.3262583123690929
321,BLEU,0.3684053061478267
322,BLEU,0.35352448615226983
323,BLEU,0.6028817681965138
324,BLEU,0.20186773100520997
325,BLEU,0.26684647405823103
326,BLEU,0.5894159589207006
327,BLEU,0.3904985721081919
328,BLEU,0.29156051199139843
329,BLEU,0.5755611866215368
330,BLEU,0.5913539437938531
331,BLEU,0.4368354202381581
332,BLEU,0.3880656437659225
333,BLEU,0.5636465749570341
334,BLEU,0.22842689227515756
335,BLEU,0.28604274967068705
336,BLEU,0.04297510235333165
337,BLEU,0.17356416863196697
338,BLEU,0.18229868516029335
339,BLEU,0.15351839779261936
340,BLEU,0.20130482998826688
341,BLEU,0.351810388634354
342,BLEU,0.07498810286408994
343,BLEU,0.21235711188878417
344,BLEU,0.20861972151881175
345,BLEU,0.13168903966325227
346,BLEU,0.6606328636027614
347,BLEU,0.17463450683696813
348,BLEU,0.27006017060823184
349,BLEU,0.46934853000819937
350,BLEU,0.023017423600862546
351,BLEU,0.23131512986737698
352,BLEU,0.3508439695638686
353,BLEU,0.08370779170358567
354,BLEU,0.32335896832678357
355,BLEU,0.5621001696132507
356,BLEU,0.02598783206414603
357,BLEU,0.4923965070350747
358,BLEU,0.39135162864800616
359,BLEU,0.04589084290285063
360,BLEU,0.1293245537403544
361,BLEU,0.19530075044371328
362,BLEU,0.6299350826716278
363,BLEU,0.0805111000764593
364,BLEU,0.13336225508365068
365,BLEU,0.2842664984602127
366,BLEU,0.5405129917795758
367,BLEU,0.11635402454082566
368,BLEU,0.025132936350227657
369,BLEU,0.3311250311839221
370,BLEU,0.16963304094829185
371,BLEU,0.33125932408047315
372,BLEU,0.05085570764977474
373,BLEU,0.27347678797313313
374,BLEU,0.49455303819570123
375,BLEU,0.22754680929011142
376,BLEU,0.2613022659677713
377,BLEU,0.5849159447465739
378,BLEU,0.05440189863686198
379,BLEU,0.2604167089176583
380,BLEU,0.008839374326825921
381,BLEU,0.1845895819969781
382,BLEU,0.05174442569970302
383,BLEU,0.1707334272554012
384,BLEU,0.20038810623427886
385,BLEU,0.6989307622784944
386,BLEU,0.7068313284245127
387,BLEU,0.2123782255805248
388,BLEU,0.14426248921359605
389,BLEU,0.3329178009298274
390,BLEU,0.5624678599049434
391,BLEU,0.6386259868477472
392,BLEU,0.0864782546852468
393,BLEU,0.3474993722299348
394,BLEU,0.6227012367055198
395,BLEU,0.2646500792682444
396,BLEU,0.1346943825633131
397,BLEU,0.5379942002865987
398,BLEU,0.03201406061582137
399,BLEU,0.17712030567063494
400,BLEU,0.452936013756036
401,BLEU,0.30064356811881215
402,BLEU,0.5282105930877665
403,BLEU,0.3259528121577703
404,BLEU,0.5330640187089944
405,BLEU,0.25944320225692963
406,BLEU,0.3782024557509756
407,BLEU,0.2058740953537466
408,BLEU,0.24819131842336917
409,BLEU,0.538059412414784
410,BLEU,0.10330368205272698
411,BLEU,0.11125056752296895
412,BLEU,0.4997989760021103
413,BLEU,0.059592812496618956
414,BLEU,0.2131922460941227
415,BLEU,0.6970442922770453
416,BLEU,0.47485855235835533
417,BLEU,0.2215149624678284
418,BLEU,0.46726782846422243
419,BLEU,0.4779289657345161
420,BLEU,0.3642140728195691
421,BLEU,0.35815618137523664
422,BLEU,0.3018456483245177
423,BLEU,0.14076781590786633
424,BLEU,0.13290403388003003
425,BLEU,0.43483706088278573
426,BLEU,0.4263875374559041
427,BLEU,0.06870188378808782
428,BLEU,0.4432628894713821
429,BLEU,0.3682562976028544
430,BLEU,0.15359280146152987
431,BLEU,0.26604683495981946
432,BLEU,0.21312975355062544
433,BLEU,0.14346012397413804
434,BLEU,0.5292215035851547
435,BLEU,0.5014257071476594
436,BLEU,0.10600313379512592
437,BLEU,0.36058316303497456
438,BLEU,0.4168884992935438
439,BLEU,0.4206651598200755
440,BLEU,0.5972030816104467
441,BLEU,0.40045166572652185
442,BLEU,0.4004026106333812
443,BLEU,0.3027260448728004
444,BLEU,0.02284411468856457
445,BLEU,0.08963726068671884
446,BLEU,0.6220700406786386
447,BLEU,0.04516881220954754
448,BLEU,0.2882645440965462
449,BLEU,0.41558132327975467
450,BLEU,0.21393512661112668
451,BLEU,0.47017010347609806
452,BLEU,0.0752397025358172
453,BLEU,0.5268542532319285
454,BLEU,0.32620243905074275
455,BLEU,0.1920953415125867
456,BLEU,0.14298943578793025
457,BLEU,0.2179301929852717
458,BLEU,0.030459207164382125
459,BLEU,0.19524928605409594
460,BLEU,0.45541911127942875
461,BLEU,0.0915910582778844
462,BLEU,0.3751840463233443
463,BLEU,0.36487129989136236
464,BLEU,0.05478253424042681
465,BLEU,0.42058238610496296
466,BLEU,0.1391915744350798
467,BLEU,0.013458287311995505
468,BLEU,0.03575297164449809
469,BLEU,0.10955408343055997
470,BLEU,1.0
471,BLEU,0.1073897713503587
472,BLEU,0.06692670554829191
473,BLEU,0.3984098807009828
474,BLEU,0.10620315618312248
475,BLEU,0.21355574655475443
476,BLEU,0.3368584029300275
477,BLEU,0.23801761257033807
478,BLEU,0.05587443695709437
479,BLEU,0.3712600113768485
480,BLEU,0.44103029244247893
481,BLEU,0.6933440758146246
482,BLEU,0.06893826633458064
483,BLEU,0.33558749622967127
484,BLEU,0.21217478911709153
485,BLEU,0.05838877303003469
486,BLEU,0.14642052230312175
487,BLEU,0.3613236914530636
488,BLEU,0.2831053484743382
489,BLEU,0.21753463223047767
490,BLEU,0.033809657819928236
491,BLEU,0.24711756821858627
492,BLEU,0.14195968270616408
493,BLEU,0.4640630300331434
494,BLEU,0.38545012141186974
495,BLEU,0.170421786504862
496,BLEU,0.030212060446303448
497,BLEU,0.3077360974365625
498,BLEU,0.6553925769960415
499,BLEU,0.2768005000976516
500,BLEU,0.07099236823480573
501,BLEU,0.0335583010867128
502,BLEU,0.04109994391947248
503,BLEU,0.2205480383568494
504,BLEU,0.1660839071625199
505,BLEU,0.3274683810429361
506,BLEU,0.3813069623144192
507,BLEU,0.16078809283982748
508,BLEU,0.04645753188601699
509,BLEU,0.34410430868161235
510,BLEU,0.10172601300050524
511,BLEU,0.7085063812971867
512,BLEU,0.6407016178260522
513,BLEU,0.4202368226204034
514,BLEU,0.2798949500529274
515,BLEU,0.03659184730575803
516,BLEU,0.24619409283464827
517,BLEU,0.48415247130346006
518,BLEU,0.6071825650389651
519,BLEU,0.18889796346849766
520,BLEU,0.27721149985190396
521,BLEU,0.5682854869630479
522,BLEU,0.25647211062545944
523,BLEU,0.4250281413416978
524,BLEU,0.1897992267368494
525,BLEU,0.2374249250059528
526,BLEU,0.4287108903572823
527,BLEU,0.44685759600863917
528,BLEU,0.3989849341102657
529,BLEU,0.5332120696150482
530,BLEU,0.23873961483937833
531,BLEU,0.27854685173648897
532,BLEU,0.645374368582441
533,BLEU,0.40861829659947185
534,BLEU,0.31652494580131524
535,BLEU,0.2385434654750104
536,BLEU,0.38553961859614977
537,BLEU,0.384896337321261
538,BLEU,0.8091067115702212
539,BLEU,0.3325230933565771
540,BLEU,0.1836561976191259
541,BLEU,0.2752699094387329
542,BLEU,0.07075494147561419
543,BLEU,0.386297446091674
544,BLEU,0.45046627229833414
545,BLEU,0.19867390528359635
546,BLEU,0.8497620905473248
547,BLEU,0.1439778619470866
548,BLEU,0.1230879846508435
549,BLEU,0.6438809168870745
550,BLEU,0.4183621197060862
551,BLEU,0.18951629567590741
552,BLEU,0.14751877495793464
553,BLEU,0.3492992027886362
554,BLEU,0.06238986072117501
555,BLEU,0.2760955640848288
556,BLEU,0.02414176971688927
557,BLEU,0.32928026174805564
558,BLEU,0.3939739787555488
559,BLEU,0.04444458960352519
560,BLEU,0.44219732271776674
561,BLEU,0.2603945408030464
562,BLEU,0.1300548132528287
563,BLEU,0.4797543511401896
564,BLEU,0.20377924119043478
565,BLEU,0.23386786214190367
566,BLEU,0.14957644445778928
567,BLEU,0.3590389871653302
568,BLEU,0.3348684871830035
569,BLEU,0.7478822222889464
570,BLEU,0.46924700641055994
571,BLEU,0.49735673561245436
572,BLEU,0.5202734691153391
573,BLEU,0.34989701364277864
574,BLEU,0.4057032751454395
575,BLEU,0.0756083295989952
576,BLEU,0.26449851994067947
577,BLEU,0.015960148938094366
578,BLEU,0.2824099048856541
579,BLEU,0.2722589423069702
580,BLEU,0.2919498564128091
581,BLEU,0.7013967267997694
582,BLEU,0.17631842566024136
583,BLEU,0.12760671487807074
584,BLEU,0.04131551591106297
585,BLEU,0.3394828928639166
586,BLEU,0.30702571862234085
587,BLEU,0.617939643800199
588,BLEU,0.29403883901128197
589,BLEU,0.42406493223220565
590,BLEU,0.08288784532798228
591,BLEU,0.14786516295654414
592,BLEU,0.18867642600735607
593,BLEU,0.2694353370737825
594,BLEU,0.027433099801191487
595,BLEU,0.740947446142591
596,BLEU,0.4406401630925028
597,BLEU,0.5704892895869073
598,BLEU,0.023505403213046533
599,BLEU,0.06440452500755728
600,BLEU,0.14081181035058063
601,BLEU,0.10156297514737136
602,BLEU,0.10914270930124749
603,BLEU,0.2806013453556149
604,BLEU,0.40939927802007464
605,BLEU,0.24878901865388536
606,BLEU,0.04313403259499887
607,BLEU,0.4844033969947546
608,BLEU,0.38736992906647344
609,BLEU,0.23147348007424515
610,BLEU,0.2258593889970907
611,BLEU,0.07574057717060267
612,BLEU,0.15419618238966504
613,BLEU,0.2677203377502875
614,BLEU,0.4742071258122683
615,BLEU,0.3222538601891173
616,BLEU,0.18918423527115044
617,BLEU,0.018894719111849794
618,BLEU,0.5919531051248978
619,BLEU,0.4626790578510442
620,BLEU,0.3514158442726007
621,BLEU,0.18982044734553757
622,BLEU,0.36350464267652755
623,BLEU,0.020465705230778918
624,BLEU,0.15895464630951742
625,BLEU,0.1450348525536817
626,BLEU,0.18534686489513577
627,BLEU,0.34386366531491025
628,BLEU,0.7975010608178975
629,BLEU,0.13173020790151993
630,BLEU,0.46846015208419384
631,BLEU,0.3342769222679444
632,BLEU,0.2891784933232572
633,BLEU,0.27039777221233924
634,BLEU,0.5193071778680676
635,BLEU,0.21337164315192741
636,BLEU,0.5978346234590759
637,BLEU,0.30062195844401923
638,BLEU,0.025599582872827216
639,BLEU,0.4700178585093933
640,BLEU,0.05810396360434311
641,BLEU,0.49382400226983414
642,BLEU,0.15246758066037677
643,BLEU,0.1259878428898681
644,BLEU,0.2818292225105065
645,BLEU,0.5522851184134036
646,BLEU,0.35741086076669787
647,BLEU,0.8098423127793178
648,BLEU,0.15118235981139577
649,BLEU,0.8110106911399348
650,BLEU,0.601492306193696
651,BLEU,0.42461633178803443
652,BLEU,0.6952365787927396
653,BLEU,0.2321091111741996
654,BLEU,0.3329621716349657
655,BLEU,0.09273054716574929
656,BLEU,0.23711295782226083
657,BLEU,0.36168834792591725
658,BLEU,0.6731407775173047
659,BLEU,0.7346682658304727
660,BLEU,0.20185773580773803
661,BLEU,0.09284391807606449
662,BLEU,0.2578050990903459
663,BLEU,0.35149511135593986
664,BLEU,0.41250611816639393
665,BLEU,0.24880630245980187
666,BLEU,0.09968693756637884
667,BLEU,0.015304534622238592
668,BLEU,0.2915369229944523
669,BLEU,0.13083980444350665
670,BLEU,0.21747080246032013
671,BLEU,0.6330748841488094
672,BLEU,0.016273889955107996
673,BLEU,0.2592626387777396
674,BLEU,0.23244223633311675
675,BLEU,0.16333746298423782
676,BLEU,0.36147926007196096
677,BLEU,0.42710736077890077
678,BLEU,0.2694730974645612
679,BLEU,0.5877849913256911
680,BLEU,0.68752775993657
681,BLEU,0.04285640799742894
682,BLEU,0.5197566412829205
683,BLEU,0.3598590234416894
684,BLEU,0.37374893620471766
685,BLEU,0.539339630419803
686,BLEU,0.5559555794536089
687,BLEU,0.11771808885568134
688,BLEU,0.4073594529918364
689,BLEU,0.3228213880040185
690,BLEU,0.16943571815930883
691,BLEU,0.23423016820418144
692,BLEU,0.40488142846352543
693,BLEU,0.46710319683909673
694,BLEU,0.21245026220526628
695,BLEU,0.10608634983804321
696,BLEU,0.25580346265592324
697,BLEU,0.22902986332693392
698,BLEU,0.1285020155434663
699,BLEU,0.23721093405134192
700,BLEU,0.5292031904718659
701,BLEU,0.16662053420938547
702,BLEU,0.3468941568986593
703,BLEU,0.687028746592056
704,BLEU,0.06562588258872476
705,BLEU,0.2642427824946802
706,BLEU,0.3956738376701904
707,BLEU,0.2777619034011791
708,BLEU,0.29899400380617885
709,BLEU,0.6216316272725871
710,BLEU,0.3394975305946506
711,BLEU,0.14054613281857953
712,BLEU,0.04198199489224441
713,BLEU,0.04648976533191078
714,BLEU,0.23793665482062612
715,BLEU,0.03645654994547954
716,BLEU,0.06667489966054597
717,BLEU,0.26259962818301075
718,BLEU,0.3673341329152363
719,BLEU,0.2324888515292822
720,BLEU,0.26426489133047426
721,BLEU,0.3429206285388119
722,BLEU,0.2408805223595031
723,BLEU,0.04076718935914185
724,BLEU,0.4779289657345161
725,BLEU,0.32553255140040116
726,BLEU,0.2622350306813611
727,BLEU,0.25753379048739855
728,BLEU,0.5677889395785439
729,BLEU,0.7415254372450311
730,BLEU,0.23198210427894822
731,BLEU,0.4193133843029198
732,BLEU,0.08838042212680002
733,BLEU,0.2421699482631764
734,BLEU,0.12426024124995699
735,BLEU,0.19383418023456653
736,BLEU,0.29130153519579244
737,BLEU,0.5313242878511723
738,BLEU,0.17714787947168362
739,BLEU,0.17145622412034672
740,BLEU,0.14339095913958963
741,BLEU,0.1906909728105893
742,BLEU,0.4814005245378596
743,BLEU,0.5869740862506182
744,BLEU,0.19858095587853145
745,BLEU,0.49860622311449404
746,BLEU,0.7912619863720214
747,BLEU,0.5519103402353259
748,BLEU,0.047571180115767484
749,BLEU,0.2926179833734934
750,BLEU,0.6985342056580097
751,BLEU,0.3070898761263382
752,BLEU,0.04271802513581977
753,BLEU,0.5020093150786515
754,BLEU,0.3200286101270289
755,BLEU,0.3069467955975388
756,BLEU,0.404949394786753
757,BLEU,0.4944878524313093
758,BLEU,0.26257507654446394
759,BLEU,0.06545087984223653
760,BLEU,0.052508817618539344
761,BLEU,0.36868547534322543
762,BLEU,0.4027997935596632
763,BLEU,0.19507962858477226
764,BLEU,0.4377570242081302
765,BLEU,0.07711546202810872
766,BLEU,0.023101584456782617
767,BLEU,0.5020673805209217
768,BLEU,0.556539662471471
769,BLEU,0.30511788709366133
770,BLEU,0.24863383165534542
771,BLEU,0.46426314596844875
772,BLEU,0.11920132604946303
773,BLEU,0.3309468095382839
774,BLEU,0.38248542670846314
775,BLEU,0.3556537107066784
776,BLEU,0.04803883308184817
777,BLEU,0.4122974402951816
778,BLEU,0.16092581386187493
779,BLEU,0.062242906176385095
780,BLEU,0.008163088635217459
781,BLEU,0.4989070972910272
782,BLEU,0.04428178221564613
783,BLEU,0.3932098488593808
784,BLEU,0.06143498010483918
785,BLEU,0.2882537507335274
786,BLEU,0.2602562705638435
787,BLEU,0.2440723933523857
788,BLEU,0.363500384694885
789,BLEU,0.3535973848938029
790,BLEU,0.5222954954733422
791,BLEU,0.31658144968988355
792,BLEU,0.12940341996137303
793,BLEU,0.4452812105406878
794,BLEU,0.21885227511240551
795,BLEU,0.19872072157663748
796,BLEU,0.5526427893256584
797,BLEU,0.3754415214405847
798,BLEU,0.1926291205351194
799,BLEU,0.03207714281451772
800,BLEU,0.22187456685947793
801,BLEU,0.06415428562903544
802,BLEU,0.2796842457966537
803,BLEU,0.26356334227406103
804,BLEU,0.13090213861544459
805,BLEU,0.23713320246552005
806,BLEU,0.3468899992311539
807,BLEU,0.17137271453651795
808,BLEU,0.21853715647401972
809,BLEU,0.12416746909812156
810,BLEU,0.6324836442920866
811,BLEU,0.7491530671872353
812,BLEU,0.10876895788667706
813,BLEU,0.682449197666817
814,BLEU,0.3989486553351905
815,BLEU,0.05301543073241493
816,BLEU,0.20672497713717186
817,BLEU,0.419468515826214
818,BLEU,0.4065186982111316
819,BLEU,0.08430118946484098
820,BLEU,0.5940477917248264
821,BLEU,0.4198738840306277
822,BLEU,0.3622875847463294
823,BLEU,0.31523777567675976
824,BLEU,0.08282282660969602
825,BLEU,0.4267455632500723
826,BLEU,0.18189587992135595
827,BLEU,0.3917995544607446
828,BLEU,0.3713593740494974
829,BLEU,0.3834205076203696
830,BLEU,0.3523089031737454
831,BLEU,0.015138514598766055
832,BLEU,0.4434480806793497
833,BLEU,0.3366383113132802
834,BLEU,0.18801896494962864
835,BLEU,0.6676373554384818
836,BLEU,0.14962848372546667
837,BLEU,0.6241886696801318
838,BLEU,0.32727015498952
839,BLEU,0.22859185515398736
840,BLEU,0.3989849341102657
841,BLEU,0.040824829046386304
842,BLEU,0.2898448383401015
843,BLEU,0.3820848592728816
844,BLEU,0.3963844376774478
845,BLEU,0.14153275040702407
846,BLEU,0.2726960834612267
847,BLEU,0.06840382086519224
848,BLEU,0.3579692129309655
849,BLEU,0.23187615056839617
850,BLEU,0.3906782052454083
851,BLEU,0.18189423333627977
852,BLEU,0.20977964020677495
853,BLEU,0.023001144649211647
854,BLEU,0.2996580293306811
855,BLEU,0.8621431910551439
856,BLEU,0.056066684111954215
857,BLEU,0.13410639648320277
858,BLEU,0.13244893283195291
859,BLEU,0.30778741582971547
860,BLEU,0.24510448599887838
861,BLEU,0.08350331161537673
862,BLEU,0.23693055763743093
863,BLEU,0.11352199169072674
864,BLEU,0.06748629065424136
865,BLEU,0.0345531714909458
866,BLEU,0.4212671589240026
867,BLEU,0.6453403586930142
868,BLEU,0.2974458719523075
869,BLEU,0.5431938096550053
870,BLEU,0.08446369307273839
871,BLEU,0.32041441988129854
872,BLEU,0.5834041060170845
873,BLEU,0.29482812112731704
874,BLEU,0.30790533267181874
875,BLEU,0.06936635522635827
