Sentence,Metric,Arabic,Spanish
81,BLEU,0.4809103179432793,0.21787417256423566
82,BLEU,0.3867706276352344,0.5142401605028263
83,BLEU,0.07068348376743602,0.573057404379869
84,BLEU,0.873262097633174,0.5299008875992853
85,BLEU,0.4682205758979885,0.4688948510318532
86,BLEU,0.6668056050498203,0.3450955755035758
87,BLEU,0.57703623574782,0.5599981853789108
88,BLEU,0.1953495483951908,0.3328341127761464
89,BLEU,0.2832221829532684,0.4103069730664633
90,BLEU,0.5422070654778703,0.5676203626921544
91,BLEU,0.5348954464998361,0.287684972918627
92,BLEU,0.4551570960928553,0.5967384019266717
93,BLEU,0.5666069552613389,0.6383015818417344
94,BLEU,0.05442511225455743,0.4333207865423752
95,BLEU,0.6066792818166606,0.4298827859910147
96,BLEU,0.048549177170732344,0.039281465090051315
97,BLEU,0.8318180062062374,0.9533589351059683
98,BLEU,0.09344667213582157,0.42818185319516083
99,BLEU,0.086340814593482,0.03593324639860391
100,BLEU,0.31102139463110257,0.5410747559804099
101,BLEU,0.5007181559411239,0.7008058915938298
102,BLEU,0.18928624746011372,0.1967274688523915
103,BLEU,0.4366835442847812,0.46595384151899627
104,BLEU,0.2615311775021803,0.630190855592386
105,BLEU,0.4472716940520767,0.38563845911761396
106,BLEU,0.5775794695208402,0.4169080559564968
107,BLEU,0.5477773434580898,0.3528002055440392
108,BLEU,0.20891045461440766,0.6394127116288119
109,BLEU,0.5266403878479267,0.49621529679516324
110,BLEU,0.3148772405980719,0.2270898640713791
111,BLEU,0.5142405087243971,0.598334442368682
112,BLEU,0.6943297908154689,0.7729118182143111
113,BLEU,0.23368936312986366,0.560597610169143
114,BLEU,0.5781396287180781,0.3229365231336651
115,BLEU,0.020200106912694155,0.5452469119630863
116,BLEU,0.27768190272719,0.2788569356565234
117,BLEU,0.3858172023679745,0.7795508762063403
118,BLEU,0.42473083783161675,0.44997815071520203
119,BLEU,0.3582342119128718,0.3612386774895215
120,BLEU,0.47539956144274986,0.5506452751615722
121,BLEU,0.17344707844932963,0.07231092487418496
122,BLEU,0.30586957615133986,0.6581989462445357
123,BLEU,0.6372451658253607,0.6077021771598331
124,BLEU,0.5550672561792811,0.5063432161360074
125,BLEU,0.12426824168733569,0.1228610618294351
126,BLEU,0.2016031685633831,0.41445567639490904
127,BLEU,0.4996707292377015,0.7993639975509554
128,BLEU,0.878187983790713,0.6637679132147817
129,BLEU,0.4261082723917018,0.8153551038173115
130,BLEU,0.5070144545361702,0.4607005474744712
131,BLEU,0.3813114671801389,0.8656030552541708
132,BLEU,0.33862042026763456,0.3488485675023049
133,BLEU,0.03997325619037605,0.08918620307104755
134,BLEU,0.056122223243057295,0.017033186037639283
135,BLEU,0.45924571537645986,0.6599676362367708
136,BLEU,0.6643548861507491,0.3883375900135818
137,BLEU,0.23307340344787073,0.3010672883875702
138,BLEU,0.42542687250189715,0.42516000229626116
139,BLEU,0.19786565117536611,0.2368398605388241
140,BLEU,0.4465490529886181,0.5623873221378762
141,BLEU,0.7254204378043243,0.7539221180326288
142,BLEU,0.17567205239427922,0.14923729480049117
143,BLEU,0.5975969817602502,0.38470689446685324
144,BLEU,0.12605968092174913,0.5186011471360957
145,BLEU,0.07439509796701055,0.18931747781986427
146,BLEU,0.45747055825157706,0.5453132946220443
147,BLEU,0.3037643089519314,0.479859141564773
148,BLEU,0.31853714000607636,0.3488485675023049
149,BLEU,0.40285435539460096,0.437094421652057
150,BLEU,0.78420013158704,0.7740214086701694
151,BLEU,0.5798860974571758,0.27902631446566567
152,BLEU,0.498490151352929,0.654833611245888
153,BLEU,0.7539556294058878,0.7426911089691813
154,BLEU,0.5707219012467403,0.4526211205560819
155,BLEU,0.7118049209196095,0.9298663600557577
156,BLEU,0.285931098943969,0.5203287527006271
157,BLEU,0.4430520432434297,0.5351617394561566
158,BLEU,0.24920217811089534,0.39543579559003206
159,BLEU,0.3907722512288652,0.7090622103346267
160,BLEU,0.6626103968647291,0.47234256555991105
161,BLEU,0.6115380576901023,0.24384183193426084
162,BLEU,0.6262826591046059,0.4856416758065463
163,BLEU,0.8132054893931911,0.6424944168045683
164,BLEU,0.22294850195164284,0.5135704674160019
165,BLEU,0.16767849550785174,0.32263864160302524
166,BLEU,0.41679293865931427,0.39106568617476195
167,BLEU,0.5946029546972297,0.5963859621767669
168,BLEU,0.12723833992962524,0.14583397289082511
169,BLEU,0.5274537344993668,0.47631009147745074
170,BLEU,0.15022502107020386,0.4236584936517489
171,BLEU,0.3935784997173274,0.12316162124837914
172,BLEU,0.5880627618336722,0.6058398690011476
173,BLEU,0.7358736320910966,0.2469263863510465
174,BLEU,0.4576703613981237,0.47997361723969634
175,BLEU,0.3505776067478948,0.2129911490090139
176,BLEU,0.15806973496374482,0.6596675631020346
177,BLEU,0.3875091093026279,0.3732505910908376
178,BLEU,0.25658619258881377,0.2146100453641943
179,BLEU,0.7273032120592274,0.31018399315616735
180,BLEU,0.3222612653447535,0.3545395644834875
181,BLEU,0.5503030677588224,0.5554084949984881
182,BLEU,0.3734350120823443,0.06603311631302365
183,BLEU,0.32279203460361755,0.05344445934790546
184,BLEU,0.3134314018862109,0.5741820248464736
185,BLEU,0.8228500218338367,0.7803562309677153
186,BLEU,0.6386448820524008,0.7307034817630451
187,BLEU,0.4871622030691689,0.5269003930556608
188,BLEU,0.37032114319674314,0.37174482069081555
189,BLEU,0.7188688253194732,0.6573477185006931
190,BLEU,0.07994607499472017,0.40472720024780906
191,BLEU,0.16308317181772733,0.1534998203316509
192,BLEU,0.39307487936445573,0.37945667763125107
193,BLEU,0.40096967366077935,0.526071484644476
194,BLEU,0.4421557538328007,0.6378386176553488
195,BLEU,0.3855811600578285,0.47780319094850826
196,BLEU,0.27098211583470044,0.04253467024029704
197,BLEU,0.4687776643329939,0.4855064464790862
198,BLEU,0.37157940556570046,0.34587020408027985
199,BLEU,0.8666415730847504,0.46563348805256366
200,BLEU,0.4757209502960513,0.48570825952351904
201,BLEU,0.10025157431478134,0.21711852081087685
202,BLEU,0.3818418689062095,0.2868708266227936
203,BLEU,0.5335343825807726,0.6300063351055646
204,BLEU,0.7848518349390632,0.5176555760514261
205,BLEU,0.6433175422776263,0.267284081825628
206,BLEU,0.10256732621615276,0.33866113207122767
207,BLEU,0.39821674531552165,0.8041044880660948
208,BLEU,0.5918150152544451,0.1712473044894657
209,BLEU,0.19867176085883512,0.2475303873008388
210,BLEU,0.5225133584681939,0.41705072916341307
211,BLEU,0.6758263584041696,0.6257044107750662
212,BLEU,0.34706089173685145,0.5028692064264508
213,BLEU,0.4509164689204961,0.1863738198231422
214,BLEU,0.6004287712485592,0.32668286409255015
215,BLEU,0.26703799691024654,0.5119140711156759
216,BLEU,0.7710391745755466,0.6592758659156329
217,BLEU,0.33005273066653534,0.1971903602140518
218,BLEU,0.07312597280946921,0.22878234841429929
219,BLEU,0.3591461652446478,0.2201824501022266
220,BLEU,0.3992258797503298,0.5658209908854263
221,BLEU,0.511129244316166,0.4936872035764873
222,BLEU,0.3422836952725955,0.5790421815724766
223,BLEU,0.36903257704269016,0.4652678174023604
224,BLEU,0.540711852288369,0.6740050259269504
225,BLEU,0.3365831796263803,0.44686545231231184
226,BLEU,0.23649316099511689,0.2579717709579325
227,BLEU,0.5591908296710781,0.5043310474401398
228,BLEU,0.4822338581320066,0.35486280048354796
229,BLEU,0.2948993986902436,0.4591050315190769
230,BLEU,0.3808859325041348,0.5191489300660802
231,BLEU,0.5178539402963703,0.5087233560339953
232,BLEU,0.7413786793508006,0.6122144596004431
233,BLEU,0.5098621348583339,0.44291592206528335
234,BLEU,0.7162060333289142,0.4444021767188394
235,BLEU,0.050317476265301385,0.5366441955817576
236,BLEU,0.11330849383575524,0.6162607099729586
237,BLEU,0.5513126507138436,0.5594824709412574
238,BLEU,0.3518478252285135,0.16637856417794128
239,BLEU,0.1122444464861146,0.488923022434901
240,BLEU,0.3588450180045003,0.37025129330241485
241,BLEU,0.34433391053828427,0.5280529045246792
242,BLEU,0.23368936312986366,0.2644576726397318
243,BLEU,0.19923405658137924,0.6008311033058873
244,BLEU,0.30300203366197276,0.14868720326332424
245,BLEU,0.4430299249356568,0.13351202563832862
246,BLEU,0.33020727847597126,0.46326398396993873
247,BLEU,0.6025903930946923,0.5070458269621301
248,BLEU,0.5464930094073199,0.511412573100351
249,BLEU,0.3474085566905716,0.7136988569848636
250,BLEU,0.4832697830906221,0.6115380576901023
251,BLEU,0.42969435238201475,0.11203754340102182
252,BLEU,0.4629350336854406,0.42683042123158144
253,BLEU,0.41084063449667785,0.37160442647213937
254,BLEU,0.42062888241722096,0.3423591961656695
255,BLEU,0.6119976353233934,0.3861424541259646
256,BLEU,1.0,0.5911602603314157
257,BLEU,0.22894156860669912,0.5062586532254356
258,BLEU,0.4567971205139324,0.9082489095559811
259,BLEU,0.48271898871197905,0.5161112762941964
260,BLEU,0.3243466207565264,0.3461876785833229
261,BLEU,0.33166116129715084,0.445725853724166
262,BLEU,0.5543226672204017,0.37348187932602017
263,BLEU,0.3682794970421356,0.33221724315240486
264,BLEU,0.7643838122940672,0.5318501701231587
265,BLEU,0.16451929399933113,0.14417692423573703
266,BLEU,0.3148282689155186,0.3949345167701779
267,BLEU,0.5401725898595141,0.2732231510487644
268,BLEU,0.13181313433495553,0.46856042124948627
269,BLEU,0.4196101564055151,0.4857425508649857
270,BLEU,0.3566499305338205,0.23839652750428328
271,BLEU,0.2765889213741105,0.5682738175994307
272,BLEU,0.4395614735044849,0.44366783864662146
273,BLEU,0.4887729178663372,0.525164795850237
274,BLEU,0.6019406760894382,0.7065161304293469
275,BLEU,0.20307412161714097,0.36615107686578496
276,BLEU,0.3898507944249534,0.4705896438972139
277,BLEU,0.5494313257132049,0.543478951437801
278,BLEU,0.4655835621966966,0.6713295552052635
279,BLEU,0.4173260194691081,0.2472851568711284
280,BLEU,0.41525826316301256,0.15156957088555686
281,BLEU,0.37741100180283743,0.4789051468335693
282,BLEU,1.0,1.0
283,BLEU,0.6264179707757904,0.693395566222006
284,BLEU,0.36786430528344866,0.5332020586832888
285,BLEU,0.3553008830316503,0.3357825043105124
286,BLEU,0.48795809502815873,0.448400643453132
287,BLEU,0.313009551343962,0.09381174003925871
288,BLEU,0.19611298186683043,0.2672825520622499
289,BLEU,0.36776702304866327,0.25287006306486126
290,BLEU,0.5107231090800101,0.10399404506373189
291,BLEU,0.38103880665621875,0.5363048643422391
292,BLEU,0.30888596288626236,0.3752564304486584
293,BLEU,0.5070369865653683,0.4926759273160865
294,BLEU,0.27240268049293653,0.4299191352648293
295,BLEU,0.4661737090543209,0.5816488689656844
296,BLEU,0.23514393958877158,0.15722033236165914
297,BLEU,0.18204978472688993,0.32700290934087334
298,BLEU,0.38889741457162097,0.1642317617219955
299,BLEU,0.06760229884571738,0.2321091111741996
300,BLEU,0.35582927562723277,0.21377282991026886
301,BLEU,0.09528070628428423,0.27768190272719
302,BLEU,0.2437155897199773,0.3334529941624143
303,BLEU,0.02777619034011792,0.02984745896009824
304,BLEU,0.2397212592215149,0.6712403123245675
305,BLEU,0.9636404443012863,0.9025139799587886
306,BLEU,0.6770286310796261,0.5816488689656844
307,BLEU,0.46419845549529937,0.2440184282327547
308,BLEU,0.6442271946445949,0.3214110553053944
309,BLEU,0.0692945483088954,0.05290617868011359
310,BLEU,0.053863663688318665,0.7725505949016372
311,BLEU,0.7921741443696072,0.6020811806449348
312,BLEU,0.2622716439052442,0.6773709971213142
313,BLEU,0.43800454620095686,0.15382171131269054
314,BLEU,0.3672531479829778,0.35403918066277423
315,BLEU,0.34637831502651517,0.21573699667037974
316,BLEU,0.4019193515885532,0.8020219183488043
317,BLEU,0.3429652243020082,1.0
318,BLEU,0.4962568493743845,0.4962568493743845
319,BLEU,0.4596053699624979,0.36994894967122116
320,BLEU,0.3833419930258942,0.692068030617392
321,BLEU,0.43771306905383245,0.8333354838626431
322,BLEU,0.26464583189972624,0.25336549464486463
323,BLEU,0.23199179543737264,0.2979336086860004
324,BLEU,0.5120142705408172,0.42458016223940587
325,BLEU,0.18071849845202081,0.39307487936445573
326,BLEU,0.5242839959168225,0.5127864484641884
327,BLEU,0.2661173079009092,0.4799681945228291
328,BLEU,0.6043289450891215,0.47303650953254867
329,BLEU,0.616684059984963,0.7615087961765685
330,BLEU,0.47129007134691847,0.2372191982013101
331,BLEU,0.6051475274955804,0.4507770836049693
332,BLEU,0.6049308320144984,0.4241140342985283
333,BLEU,0.42972789414472934,0.4980880044902513
334,BLEU,0.3472124480243978,0.3491202593646292
335,BLEU,0.4563864754069491,0.2764642519649922
336,BLEU,0.6274208845180947,0.20978232275941458
337,BLEU,0.2063275845325257,0.3342769222679444
338,BLEU,0.05224271631616409,0.043808334417232996
339,BLEU,0.657948434216174,0.537412822462395
340,BLEU,0.4498217046915173,0.32202044986661466
341,BLEU,0.3399246334005915,0.649987468483276
342,BLEU,0.05218398759828462,0.23089018317918475
343,BLEU,0.3245921735090275,0.6122393273993083
344,BLEU,0.7080735452207036,0.7080735452207036
345,BLEU,0.4522740424147764,0.6053011982655683
346,BLEU,0.4075351902912567,0.4836673606480173
347,BLEU,0.35490001880606503,0.4503121411585307
348,BLEU,0.5125962447808986,0.41825745595624353
349,BLEU,0.30950920105373303,0.3499769572630259
350,BLEU,0.04180647946097227,0.4348596052870303
351,BLEU,0.05022037190492093,0.33180774028439425
352,BLEU,0.3826029416278448,0.30277029197532096
353,BLEU,0.6134690536549874,0.6958980798845134
354,BLEU,0.5182077901616194,0.5327914549648306
355,BLEU,0.2807399365626831,0.2904953806788653
356,BLEU,0.33980884896942454,0.2342036790696664
357,BLEU,0.3075074015601072,0.4840932204144309
358,BLEU,0.18402165545988927,0.24326686487787605
359,BLEU,0.4385068972747104,0.23682079130839756
360,BLEU,0.5114676329776519,0.5688224747549707
361,BLEU,0.3464226178936948,0.3387221584170724
362,BLEU,0.6046620633901226,0.661767685082544
363,BLEU,0.21815637927097686,0.04386696765552135
364,BLEU,0.27438453676673524,0.3580121507481622
365,BLEU,0.4526353562390147,0.4058951763812706
366,BLEU,0.18058731460585492,0.1871180721602501
367,BLEU,0.020255986027125642,0.017033186037639283
368,BLEU,0.39357068988053906,0.3101633745763828
369,BLEU,0.3776026233454395,0.319947682415381
370,BLEU,0.5952523922534139,0.7107438499788243
371,BLEU,0.33312911359358865,0.25130737267754294
372,BLEU,0.04003759215740338,0.2086621324938235
373,BLEU,0.6755245165471898,0.5404533748440052
374,BLEU,0.32287492051757477,0.42110532427136604
375,BLEU,0.03862529991560624,0.2948993986902436
376,BLEU,0.4574695231114861,0.4823922642643876
377,BLEU,0.6330748841488094,0.5852636722840083
378,BLEU,0.26888219405044717,0.34478674930100117
379,BLEU,0.11668694360677034,0.05705093314691302
380,BLEU,0.2517158586534333,0.5050670581742859
381,BLEU,0.10884267615693707,0.14757581190431865
382,BLEU,0.25843690887862086,0.18513028621730884
383,BLEU,0.41589746693509927,0.3033928120464494
384,BLEU,0.4758733096412523,0.43748114312246444
385,BLEU,0.5980062687856365,0.5655210262449283
386,BLEU,0.24753312331059593,0.330380144106745
387,BLEU,0.31501842659655177,0.24400960745161784
388,BLEU,0.5208118896654976,0.5058112579431431
389,BLEU,0.3170475780072682,0.4461544678126018
390,BLEU,0.7575478739478382,0.7017437105337435
391,BLEU,0.5894159589207006,0.6848075777090852
392,BLEU,0.5498505299262766,0.39115112583323797
393,BLEU,0.4598932294797187,0.46560079991139414
394,BLEU,0.3642104644660688,0.5180849825805574
395,BLEU,0.19595876504566778,0.5187210672341962
396,BLEU,0.27021732648475527,0.4115167991342047
397,BLEU,0.37964672940733224,0.5101070408651918
398,BLEU,0.4297726724535458,0.42339467347252635
399,BLEU,0.4704437281165991,0.4330501897112178
400,BLEU,0.48740622698799413,0.6268593335004975
401,BLEU,0.607389435792437,0.6104205191956337
402,BLEU,0.4080592033927737,0.7825949074344652
403,BLEU,0.7181043882266378,0.8048414955835387
404,BLEU,0.2519822286071066,0.6383964846132485
405,BLEU,0.69849002164512,0.4790934437457399
406,BLEU,0.27967056175808963,0.410373608387063
407,BLEU,0.16112222902144988,0.3572973278162402
408,BLEU,0.6939395106735167,0.7079111733524773
409,BLEU,0.5413023086083538,0.9364250605898115
410,BLEU,0.6997522298221912,0.34791594751284466
411,BLEU,0.8265626000796262,0.648724788535986
412,BLEU,0.49504700857386863,0.36424824725792965
413,BLEU,0.24501024982389294,0.19445724895759758
414,BLEU,0.6441267199159576,0.4548675047455393
415,BLEU,0.7337788222305769,0.18633127564609447
416,BLEU,0.5227512419108287,0.655926759081734
417,BLEU,0.5577126079397557,0.7163997684987451
418,BLEU,0.47575115110657323,0.6104448487266873
419,BLEU,0.5948633782142312,0.6737839844685247
420,BLEU,0.42493062241032886,0.35185371161021345
421,BLEU,0.784757484773875,0.784757484773875
422,BLEU,0.26354926781949833,0.42408925407665227
423,BLEU,0.33017582172406124,0.6088815004342099
424,BLEU,0.6153511081549505,1.0
425,BLEU,0.3357695489888335,0.7491573884231795
426,BLEU,0.7023026466283672,0.2971567888130264
427,BLEU,0.44789911668593724,0.5215689228130759
428,BLEU,0.6821868666249133,0.7735561630602302
429,BLEU,0.5151534384532293,0.4035866741922869
430,BLEU,0.49884146895871195,0.2572765035421326
431,BLEU,0.26924414804023283,0.39834155506734287
432,BLEU,0.31319932434404063,0.5268680129433795
433,BLEU,0.5794137360805227,0.7592290299299649
434,BLEU,0.7648646542374046,0.41329005225341275
435,BLEU,0.39442141148840776,0.1370280642969544
436,BLEU,0.45410979387212824,0.7516693157813528
437,BLEU,0.42034167063423716,0.4571508334016612
438,BLEU,0.605734908238342,0.44635920152342895
439,BLEU,0.7601683300986303,0.6620499926983077
440,BLEU,0.4391580782869489,0.5283011897244964
441,BLEU,0.448021093002045,0.45325549897956957
442,BLEU,0.3258850811253067,0.5440577076934588
443,BLEU,0.10595856656484554,0.16195570128532405
444,BLEU,0.20901812063080327,0.3345424765702511
445,BLEU,0.33145593389343503,0.48258934929102376
446,BLEU,0.42911876041020275,0.3951994180586402
447,BLEU,0.22864853806324884,0.49927246340719755
448,BLEU,0.3140957719007204,0.4644531655360721
449,BLEU,0.4862153332814581,0.3844856078759537
450,BLEU,0.5384786253801476,0.47790089602155134
451,BLEU,0.04939382737115371,0.22894156860669912
452,BLEU,0.7233800117469666,0.6133644734172204
453,BLEU,0.2575986529827446,0.035259800089612874
454,BLEU,0.36001210379377596,0.20842479901978705
455,BLEU,0.5679161104357995,0.10110879968368389
456,BLEU,0.2850959935683634,0.02537202727824757
457,BLEU,0.3064416225695709,0.27489566270398
458,BLEU,0.11548431380162248,0.7209604917918682
459,BLEU,0.46317041049597935,0.6031470576925576
460,BLEU,0.5523722682139371,0.1409758738694868
461,BLEU,0.5069487414732323,0.8398286630297439
462,BLEU,0.2790771606325593,0.3483735242031047
463,BLEU,0.3829992724863576,0.30091839904462064
464,BLEU,0.6356521405778275,0.7073112553021469
465,BLEU,0.7872540797486602,0.9394130628134758
466,BLEU,0.4455537598633288,0.48630598400961383
467,BLEU,0.3158031929794846,0.30913681813533195
468,BLEU,0.3585204560181054,0.3040559696901293
469,BLEU,0.842362674378975,1.0
470,BLEU,0.11833343078048614,0.5655183553484678
471,BLEU,0.2631736198655507,0.3652079015855846
472,BLEU,0.5002148597462022,0.5374512308135861
473,BLEU,0.04913270548144422,0.2984745896009823
474,BLEU,0.619388462810476,0.758635575580898
475,BLEU,0.41664413485709667,0.6032039228387924
476,BLEU,0.3943168375847629,0.6362413815634483
477,BLEU,0.1620717814066194,0.2706805630983137
478,BLEU,0.306428738792451,0.23709836747251295
479,BLEU,0.5263699413006581,0.5247493684915592
480,BLEU,0.6763698683201679,0.5480910058231605
481,BLEU,0.40033402951860425,0.7242447986095324
482,BLEU,0.5330650883960754,0.5435247108319724
483,BLEU,0.1367919212312189,0.4870257885923098
484,BLEU,0.14469779455922838,0.3438219730835041
485,BLEU,0.2638548135474381,0.09679758669629353
486,BLEU,0.4096111595468556,0.6530356316021572
487,BLEU,0.2585269812904059,0.5069767248987186
488,BLEU,0.3940422158069993,0.4278020095314397
489,BLEU,0.10008350737965103,0.05494442118187713
490,BLEU,0.4718767045035344,0.3067350544199875
491,BLEU,0.20576804883654082,0.24624518865521747
492,BLEU,0.44337984067291997,0.4464171890792509
493,BLEU,0.4848238707960867,0.35258590512600757
494,BLEU,0.32718087017372766,0.5309130776616998
495,BLEU,0.610792596037528,0.4496473903155594
496,BLEU,0.2945976480715106,0.3274972537143166
497,BLEU,0.11239790830656897,0.11530568323789493
498,BLEU,0.21782237343811992,0.5338072105998289
499,BLEU,0.8305389167974837,0.3681985997871233
500,BLEU,0.38305978177479755,0.3234616980350596
501,BLEU,0.4133732829767919,0.540418805607776
502,BLEU,0.3804045692714243,0.36954679943053803
503,BLEU,0.24766824888995118,0.5903682352684246
504,BLEU,0.2602651776541253,0.11445359262541441
505,BLEU,0.6118632547080085,0.7976084633013407
506,BLEU,0.27631955201688596,0.3326551095466456
507,BLEU,0.4133911182291879,0.39600425354830804
508,BLEU,0.4941990467492969,0.3637917598427119
509,BLEU,0.19444347309739776,0.3300405164011183
510,BLEU,0.6019834394756919,0.4630071026583851
511,BLEU,0.5286480969178281,0.6100767854617879
512,BLEU,0.6884228859983924,0.6271147105553296
513,BLEU,0.36091900258884474,0.41485319853224806
514,BLEU,0.02872495348091206,0.09717028343213063
515,BLEU,0.48387198959594846,0.6259736992980756
516,BLEU,0.33887143631861766,0.43560338053780967
517,BLEU,0.6816154651206607,0.34637463301816473
518,BLEU,0.4130384332017645,0.5829296262041175
519,BLEU,0.41870890946550404,0.33882894787025547
520,BLEU,0.4878595420976541,0.2810335395782485
521,BLEU,0.3648394070511515,0.5088415522712928
522,BLEU,0.11891404581194408,0.40188875403207003
523,BLEU,0.5309354663044072,0.30071127397784475
524,BLEU,0.2429599864098392,0.06714504250873161
525,BLEU,0.6774288846573827,0.5604378028822778
526,BLEU,0.42266572401851277,0.3786499229272621
527,BLEU,0.24257867329175659,0.318248515465579
528,BLEU,0.6888365053466561,0.6888365053466561
529,BLEU,0.5566507990158712,0.6025735585658414
530,BLEU,0.12777005344983647,0.012077585805267632
531,BLEU,0.6705803488125283,0.5314966758602127
532,BLEU,0.34286817769295075,0.8102886223837903
533,BLEU,0.47118839123574435,0.5740547863436511
534,BLEU,0.5463998647981867,0.5777830657972584
535,BLEU,0.7778111223054219,0.5289128182415863
536,BLEU,0.6162607099729586,0.6997522298221912
537,BLEU,0.7004189910884179,0.3586543384341824
538,BLEU,0.20210771490685067,0.294467310498826
539,BLEU,0.42736987101133683,0.4340274058693905
540,BLEU,0.2665286141627724,0.5260946795616819
541,BLEU,0.3353883156001707,0.4942654936814536
542,BLEU,0.41190392807058446,0.13230383779255614
543,BLEU,0.29245797237328697,0.18951629567590741
544,BLEU,0.3266473743711536,0.4768170261988048
545,BLEU,0.6066165196495823,0.6620963815808302
546,BLEU,0.35818838246406287,0.46317041049597935
547,BLEU,0.5977021697441378,0.8100716773422757
548,BLEU,0.7319088752533276,0.6574343526684968
549,BLEU,0.47598418007037535,0.5400004369276201
550,BLEU,0.5179918252094668,0.8133899474202537
551,BLEU,0.393860771083521,0.32410048959546484
552,BLEU,0.5074355144754961,0.4682154505665393
553,BLEU,0.05012578715739066,0.2596535889340338
554,BLEU,0.49372436277491105,0.28565365945200816
555,BLEU,0.18651176671349295,0.4111336169005197
556,BLEU,0.4290247752255992,0.4388375973499144
557,BLEU,0.2128497674847141,0.16261281165519148
558,BLEU,0.289331164128846,0.27746966773142256
559,BLEU,0.46429606613819563,0.3562501353262061
560,BLEU,0.17080104888313452,0.3010934980725658
561,BLEU,0.36432153075442747,0.7471327820265264
562,BLEU,0.30603689509300896,0.16691071215733885
